cust_id,item_purchased,category,purchase_amount,size,color,season,review_rating,shipping_type,discount_applied,promo
633,1,1,32,2,19,4,15,4,1,1
634,15,3,14,2,15,2,5,2,1,1
635,21,3,41,2,21,3,15,5,1,1
636,10,2,40,2,4,1,19,1,1,1
637,8,1,11,2,10,3,4,6,1,1
638,24,2,1,2,6,4,10,1,1,1
639,15,3,1,1,3,3,3,2,1,1
640,6,2,5,3,14,2,16,1,1,1
641,20,2,69,2,8,3,20,6,1,1
642,3,2,59,2,19,4,15,1,1,1
643,20,2,6,3,19,2,4,1,1,1
644,24,2,38,4,9,4,8,4,1,1
645,1,1,74,1,3,3,19,4,1,1
646,10,2,23,1,18,3,18,2,1,1
647,4,3,35,4,17,2,25,5,1,1
648,3,2,51,4,5,3,13,2,1,1
649,10,2,12,2,4,4,17,6,1,1
650,14,2,74,3,15,2,18,6,1,1
651,7,1,21,2,12,2,15,4,1,1
652,9,1,13,3,25,3,5,4,1,1
653,23,1,8,2,1,4,7,3,1,1
654,16,1,49,2,14,4,12,1,1,1
655,8,1,40,3,8,3,20,1,1,1
656,8,1,17,1,18,1,7,3,1,1
657,12,2,4,2,1,3,15,5,1,1
658,11,4,61,2,24,4,19,3,1,1
659,1,1,18,1,24,1,25,6,1,1
660,19,2,33,1,7,2,12,1,1,1
661,5,4,60,2,14,1,26,1,1,1
662,17,2,49,4,9,1,17,6,1,1
663,7,1,79,3,12,1,4,2,1,1
664,6,2,64,2,5,1,23,2,1,1
665,14,2,64,2,10,4,20,2,1,1
666,14,2,36,2,16,2,25,1,1,1
667,10,2,7,3,22,4,7,3,1,1
668,23,1,57,1,3,4,2,5,1,1
669,25,2,66,1,22,1,5,2,1,1
670,11,4,70,2,8,2,9,3,1,1
671,24,2,22,4,18,2,24,4,1,1
672,11,4,11,3,2,4,23,2,1,1
673,22,2,34,2,16,4,9,1,1,1
674,17,2,47,2,10,2,18,3,1,1
675,13,1,14,4,1,4,23,6,1,1
676,23,1,67,2,25,2,2,1,1,1
677,14,2,41,2,16,4,5,1,1,1
678,22,2,43,1,22,3,3,2,1,1
679,3,2,55,2,21,1,9,6,1,1
680,15,3,76,2,22,1,10,2,1,1
681,21,3,6,2,12,2,18,2,1,1
682,17,2,40,4,18,4,14,1,1,1
683,11,4,10,2,4,3,16,5,1,1
684,15,3,17,1,23,4,3,3,1,1
685,9,1,63,2,25,3,23,2,1,1
686,3,2,52,4,12,4,11,5,1,1
687,24,2,16,3,1,1,6,1,1,1
688,7,1,19,4,22,4,9,3,1,1
689,16,1,40,1,16,3,23,6,1,1
690,10,2,72,2,15,3,23,2,1,1
691,19,2,49,4,19,2,24,5,1,1
692,1,1,2,3,20,3,5,5,1,1
693,23,1,76,2,6,2,16,1,1,1
694,19,2,33,3,22,2,7,3,1,1
695,6,2,2,1,5,1,11,1,1,1
696,19,2,48,4,16,3,13,4,1,1
697,2,1,23,3,9,1,4,5,1,1
698,16,1,44,4,4,3,22,3,1,1
699,4,3,22,2,25,4,14,5,1,1
700,8,1,27,2,5,1,2,1,1,1
701,14,2,60,3,14,4,17,5,1,1
702,4,3,71,3,19,1,9,4,1,1
703,17,2,52,2,24,4,10,6,1,1
704,6,2,68,3,17,3,6,5,1,1
705,10,2,47,1,2,2,8,2,1,1
706,14,2,71,4,10,3,21,3,1,1
707,12,2,28,3,22,3,24,2,1,1
708,17,2,19,3,18,2,13,4,1,1
709,1,1,31,3,1,3,10,6,1,1
710,11,4,60,3,5,3,22,5,1,1
711,16,1,72,3,22,2,17,5,1,1
712,4,3,41,2,13,2,11,1,1,1
713,3,2,62,4,2,3,14,4,1,1
714,10,2,71,2,11,3,2,2,1,1
715,11,4,51,2,12,1,20,6,1,1
716,12,2,44,3,9,2,2,2,1,1
717,13,1,10,2,14,2,12,2,1,1
718,22,2,71,3,9,2,18,2,1,1
719,17,2,3,2,16,3,22,5,1,1
720,19,2,3,3,22,3,9,4,1,1
721,13,1,43,3,15,1,10,3,1,1
722,3,2,38,3,20,3,20,4,1,1
723,24,2,13,1,3,3,19,6,1,1
724,13,1,34,3,6,1,11,2,1,1
725,25,2,60,4,9,1,23,6,1,1
726,9,1,42,3,20,4,7,5,1,1
727,19,2,59,3,25,3,12,4,1,1
728,24,2,78,1,8,4,24,4,1,1
729,12,2,59,2,17,4,13,4,1,1
730,23,1,37,3,1,3,8,2,1,1
731,4,3,6,2,10,3,15,5,1,1
732,5,4,9,2,19,2,11,3,1,1
733,17,2,38,3,3,2,4,2,1,1
734,6,2,17,3,6,1,3,1,1,1
735,17,2,50,1,23,4,7,2,1,1
736,23,1,29,2,15,1,12,1,1,1
737,6,2,39,3,13,2,5,1,1,1
738,23,1,5,2,21,2,12,6,1,1
739,23,1,12,3,15,4,11,1,1,1
740,19,2,10,1,18,3,11,3,1,1
741,12,2,50,2,15,3,4,4,1,1
742,25,2,60,4,25,3,23,3,1,1
743,14,2,20,2,5,3,7,2,1,1
744,23,1,65,3,8,1,25,3,1,1
745,4,3,47,1,5,2,17,4,1,1
746,25,2,73,3,15,1,23,5,1,1
747,15,3,26,2,19,4,1,3,1,1
748,19,2,55,3,7,2,20,4,1,1
749,9,1,20,3,4,1,15,3,1,1
750,16,1,52,2,14,4,13,5,1,1
751,25,2,76,3,23,1,10,3,1,1
752,7,1,53,3,10,1,24,3,1,1
753,16,1,66,3,25,1,18,1,1,1
754,4,3,35,2,21,1,10,6,1,1
755,7,1,22,3,17,2,5,6,1,1
756,5,4,5,2,23,2,9,3,1,1
757,2,1,80,1,15,3,24,5,1,1
758,10,2,13,2,19,1,14,6,1,1
759,18,3,52,3,16,3,22,1,1,1
760,6,2,30,4,9,4,2,4,1,1
761,7,1,31,4,23,1,10,3,1,1
762,13,1,72,3,25,1,18,2,1,1
763,2,1,27,2,17,1,15,5,1,1
764,24,2,31,2,4,2,5,1,1,1
765,20,2,20,4,20,1,18,3,1,1
766,21,3,80,2,17,3,6,6,1,1
767,7,1,29,2,6,4,12,4,1,1
768,5,4,58,2,4,1,1,4,1,1
769,1,1,76,4,19,2,2,2,1,1
770,22,2,81,2,20,2,19,6,1,1
771,21,3,35,2,8,2,9,2,1,1
772,24,2,49,3,6,1,2,4,1,1
773,12,2,3,3,21,1,12,3,1,1
774,9,1,65,3,10,4,2,2,1,1
775,9,1,27,2,25,3,11,5,1,1
776,8,1,34,1,7,4,6,6,1,1
777,17,2,41,2,13,2,26,5,1,1
778,22,2,13,4,20,2,1,2,1,1
779,22,2,31,2,25,3,5,6,1,1
780,6,2,75,2,3,2,22,2,1,1
781,18,3,7,2,22,2,12,3,1,1
782,16,1,25,3,10,4,6,6,1,1
783,10,2,38,2,9,3,21,5,1,1
784,25,2,46,3,18,4,21,4,1,1
785,12,2,53,2,16,4,8,6,1,1
786,19,2,43,1,18,2,16,4,1,1
787,9,1,2,1,21,4,24,2,1,1
788,8,1,66,1,9,2,13,3,1,1
789,14,2,32,4,25,3,14,6,1,1
790,8,1,65,1,18,1,3,5,1,1
791,24,2,18,2,10,3,25,6,1,1
792,16,1,25,1,12,3,7,1,1,1
793,21,3,26,2,23,2,18,4,1,1
794,14,2,16,3,13,3,14,3,1,1
795,1,1,31,4,25,4,18,6,1,1
796,15,3,7,2,1,3,22,6,1,1
797,22,2,59,4,2,1,16,1,1,1
798,5,4,63,2,23,1,16,1,1,1
799,22,2,20,2,23,2,14,1,1,1
800,2,1,36,3,4,3,9,3,1,1
801,22,2,1,1,7,3,2,3,1,1
802,2,1,10,3,3,1,25,2,1,1
803,14,2,22,2,21,4,11,4,1,1
804,19,2,19,3,20,4,4,2,1,1
805,4,3,28,2,13,3,2,6,1,1
806,6,2,11,3,24,3,13,4,1,1
807,12,2,37,3,5,3,3,5,1,1
808,25,2,70,1,4,4,9,2,1,1
809,18,3,77,3,11,1,22,4,1,1
810,4,3,62,2,23,1,25,4,1,1
811,16,1,64,1,11,1,25,6,1,1
812,21,3,16,2,9,4,3,3,1,1
813,4,3,37,2,14,3,8,5,1,1
814,8,1,26,1,14,3,5,6,1,1
815,17,2,43,2,17,4,14,2,1,1
816,9,1,65,3,21,2,6,4,1,1
817,24,2,5,3,6,3,15,6,1,1
818,8,1,2,1,8,2,23,6,1,1
819,17,2,72,2,16,4,25,6,1,1
820,23,1,17,1,21,4,24,4,1,1
821,21,3,20,2,22,2,1,1,1,1
822,10,2,20,2,9,2,15,5,1,1
823,17,2,40,3,12,4,10,5,1,1
824,23,1,8,2,9,4,1,3,1,1
825,3,2,75,2,24,2,6,6,1,1
826,2,1,75,4,4,1,12,4,1,1
827,6,2,75,2,18,4,12,5,1,1
828,18,3,32,1,9,1,17,3,1,1
829,22,2,43,2,16,1,13,1,1,1
830,22,2,38,1,20,2,7,1,1,1
831,19,2,57,2,13,1,18,2,1,1
832,7,1,44,2,19,3,19,2,1,1
833,11,4,61,3,3,1,1,2,1,1
834,8,1,49,2,18,1,11,5,1,1
835,1,1,70,2,10,3,7,3,1,1
836,4,3,7,3,10,3,1,4,1,1
837,7,1,71,3,23,4,15,6,1,1
838,10,2,9,3,4,2,25,2,1,1
839,5,4,10,2,8,2,19,2,1,1
840,17,2,12,3,21,2,2,3,1,1
841,17,2,5,3,21,3,18,1,1,1
842,24,2,69,2,1,3,2,6,1,1
843,17,2,68,2,23,2,12,2,1,1
844,10,2,61,1,1,3,8,2,1,1
845,15,3,29,3,18,4,20,2,1,1
846,2,1,2,4,5,4,13,5,1,1
847,4,3,53,2,17,2,13,2,1,1
848,10,2,25,3,3,1,17,5,1,1
849,15,3,54,2,11,1,12,6,1,1
850,12,2,42,1,5,2,19,2,1,1
851,18,3,1,3,22,4,2,6,1,1
852,15,3,67,2,19,3,5,2,1,1
853,6,2,41,3,25,2,18,4,1,1
854,9,1,24,3,15,4,16,3,1,1
855,14,2,25,3,3,2,19,3,1,1
856,22,2,57,3,7,2,6,1,1,1
857,17,2,14,2,7,3,11,2,1,1
858,19,2,41,3,6,1,6,5,1,1
859,11,4,7,3,14,1,7,3,1,1
860,10,2,54,2,21,4,16,4,1,1
861,18,3,68,2,13,2,17,5,1,1
862,20,2,81,4,9,2,9,1,1,1
863,5,4,65,2,5,4,25,5,1,1
864,21,3,22,2,6,3,15,5,1,1
865,12,2,40,1,5,4,15,4,1,1
866,3,2,7,3,5,4,24,6,1,1
867,23,1,50,2,11,3,3,3,1,1
868,11,4,1,2,22,2,7,3,1,1
869,6,2,64,2,9,3,8,4,1,1
870,9,1,35,2,20,2,3,1,1,1
871,10,2,47,2,3,1,1,5,1,1
872,8,1,23,2,5,2,2,4,1,1
873,12,2,14,2,17,2,5,5,1,1
874,4,3,58,2,17,3,18,3,1,1
875,11,4,46,2,12,1,20,3,1,1
876,15,3,20,3,8,3,17,3,1,1
877,2,1,32,3,8,3,14,1,1,1
878,8,1,46,2,15,4,25,4,1,1
879,23,1,70,1,2,3,25,2,1,1
880,20,2,57,1,11,2,17,3,1,1
881,1,1,56,3,19,2,7,2,1,1
882,15,3,42,2,20,3,3,4,1,1
883,4,3,16,2,6,1,14,4,1,1
884,21,3,18,1,7,1,19,3,1,1
885,20,2,72,3,25,4,17,2,1,1
886,6,2,80,3,18,1,20,3,1,1
887,19,2,35,1,4,3,12,2,1,1
888,8,1,28,3,22,4,9,1,1,1
889,16,1,58,1,7,2,12,2,1,1
890,2,1,65,1,14,1,4,3,1,1
891,7,1,32,1,18,2,19,1,1,1
892,20,2,7,1,11,3,15,6,1,1
893,19,2,45,3,8,3,3,3,1,1
894,1,1,32,2,19,2,23,2,1,1
895,10,2,41,3,18,2,14,3,1,1
896,9,1,50,4,14,2,23,4,1,1
897,13,1,10,2,11,2,23,2,1,1
898,17,2,72,2,8,2,10,2,1,1
899,2,1,51,3,19,2,11,1,1,1
900,24,2,39,2,16,3,16,5,1,1
901,9,1,79,3,8,1,9,3,1,1
902,16,1,49,3,23,3,23,1,1,1
903,9,1,25,2,1,3,4,4,1,1
904,11,4,26,2,3,4,9,2,1,1
905,25,2,80,3,12,2,5,3,1,1
906,6,2,49,1,6,2,4,5,1,1
907,14,2,37,2,19,2,18,5,1,1
908,24,2,24,3,6,4,20,2,1,1
909,23,1,80,2,22,4,12,3,1,1
910,2,1,37,3,20,1,3,2,1,1
911,10,2,6,1,17,2,10,2,1,1
912,14,2,55,2,2,4,4,1,1,1
913,10,2,37,2,9,4,10,4,1,1
914,21,3,28,2,25,1,2,4,1,1
915,6,2,48,3,18,3,17,5,1,1
916,6,2,3,3,18,4,5,6,1,1
917,12,2,15,1,3,2,3,5,1,1
918,24,2,45,2,13,2,13,5,1,1
919,19,2,23,2,15,2,19,1,1,1
920,17,2,63,3,9,4,2,1,1,1
921,2,1,62,4,7,3,19,3,1,1
922,5,4,5,3,20,3,17,2,1,1
923,21,3,41,2,6,1,18,5,1,1
924,17,2,5,2,20,2,18,1,1,1
925,22,2,59,4,1,4,7,5,1,1
926,12,2,69,3,21,4,25,2,1,1
927,12,2,44,4,9,2,20,2,1,1
928,21,3,59,3,2,3,20,5,1,1
929,6,2,18,4,25,4,10,6,1,1
930,4,3,75,2,24,1,21,1,1,1
931,25,2,59,3,9,1,21,6,1,1
932,5,4,17,2,20,4,17,5,1,1
933,20,2,5,3,3,4,8,5,1,1
934,21,3,65,2,12,2,3,6,1,1
935,12,2,28,1,25,2,13,2,1,1
936,10,2,32,3,24,1,2,6,1,1
937,18,3,65,2,17,3,3,3,1,1
938,19,2,5,2,12,3,3,2,1,1
939,3,2,78,1,21,1,24,3,1,1
940,25,2,70,3,10,4,24,4,1,1
941,2,1,25,1,13,2,2,6,1,1
942,8,1,16,3,2,4,21,1,1,1
943,6,2,72,2,6,4,8,2,1,1
944,9,1,44,3,6,4,14,4,1,1
945,2,1,78,1,8,2,24,2,1,1
946,4,3,19,2,23,3,17,6,1,1
947,5,4,5,4,3,2,4,4,1,1
948,3,2,13,2,5,4,15,6,1,1
949,9,1,71,3,14,3,25,2,1,1
950,12,2,17,2,14,3,10,5,1,1
951,1,1,18,4,22,4,17,3,1,1
952,6,2,32,2,6,3,5,2,1,1
953,9,1,52,1,19,1,7,1,1,1
954,23,1,31,1,6,2,12,1,1,1
955,9,1,55,1,22,1,11,5,1,1
956,6,2,56,3,11,3,10,3,1,1
957,17,2,80,4,6,2,5,1,1,1
958,16,1,4,4,23,2,23,6,1,1
959,21,3,34,4,1,4,20,3,1,1
960,20,2,80,2,6,2,2,5,1,1
961,13,1,29,4,10,2,20,5,1,1
962,4,3,53,3,14,1,13,4,1,1
963,23,1,45,3,9,2,20,5,1,1
964,4,3,44,3,9,2,1,1,1,1
965,15,3,32,2,1,2,2,4,1,1
966,4,3,36,3,2,2,26,6,1,1
967,6,2,36,2,4,2,25,2,1,1
968,10,2,7,1,20,3,13,6,1,1
969,19,2,48,3,8,3,7,4,1,1
970,5,4,12,1,17,1,8,2,1,1
971,12,2,47,1,13,4,20,3,1,1
972,23,1,48,2,6,3,19,4,1,1
973,21,3,42,3,7,4,6,5,1,1
974,11,4,56,2,21,1,11,1,1,1
975,20,2,71,2,1,2,12,1,1,1
976,24,2,21,2,14,3,14,1,1,1
977,25,2,71,2,8,1,12,2,1,1
978,2,1,1,2,2,2,22,2,1,1
979,7,1,21,2,22,3,1,5,1,1
980,9,1,14,1,4,1,11,6,1,1
981,4,3,79,1,12,2,16,3,1,1
982,2,1,23,2,20,2,11,4,1,1
983,5,4,43,1,19,3,8,5,1,1
984,9,1,26,3,10,4,11,3,1,1
985,18,3,59,2,9,3,10,3,1,1
986,8,1,61,2,8,1,26,2,1,1
987,16,1,77,1,16,2,21,6,1,1
988,8,1,28,2,5,3,4,2,1,1
989,14,2,65,2,15,4,25,1,1,1
990,18,3,12,2,1,2,7,6,1,1
991,23,1,44,1,25,2,24,6,1,1
992,19,2,78,4,24,2,3,5,1,1
993,11,4,80,2,8,4,22,2,1,1
994,15,3,71,2,16,4,20,6,1,1
995,18,3,49,3,23,1,8,2,1,1
996,13,1,61,2,12,2,6,1,1,1
997,15,3,72,3,13,3,25,5,1,1
998,14,2,11,2,6,2,12,2,1,1
999,18,3,71,2,24,2,14,4,1,1
1000,22,2,9,3,4,2,5,5,1,1
1001,22,2,27,2,19,4,15,2,1,1
1002,6,2,41,2,15,1,12,5,1,1
1003,18,3,40,2,24,2,11,6,1,1
1004,9,1,49,2,9,1,16,6,1,1
1005,1,1,60,2,2,3,24,1,1,1
1006,1,1,75,2,7,4,15,6,1,1
1007,14,2,64,1,11,3,21,4,1,1
1008,7,1,43,4,22,2,24,5,1,1
1009,16,1,66,2,17,2,2,6,1,1
1010,10,2,11,2,20,3,7,2,1,1
1011,12,2,5,4,8,2,23,1,1,1
1012,1,1,6,3,10,2,5,4,1,1
1013,15,3,18,3,21,3,14,2,1,1
1014,2,1,50,4,9,3,14,1,1,1
1015,18,3,78,2,23,3,6,5,1,1
1016,7,1,5,2,6,3,17,5,1,1
1017,2,1,11,4,3,3,10,2,1,1
1018,11,4,34,3,15,1,1,2,1,1
1019,6,2,51,4,5,2,25,4,1,1
1020,17,2,57,1,1,4,4,5,1,1
1021,16,1,76,2,2,1,21,2,1,1
1022,5,4,32,1,11,4,25,1,1,1
1023,8,1,22,2,11,4,25,6,1,1
1024,23,1,52,1,22,4,11,3,1,1
1025,25,2,47,2,18,3,11,3,1,1
1026,17,2,65,2,14,4,25,3,1,1
1027,8,1,76,3,22,4,6,2,1,1
1028,13,1,71,3,21,3,4,4,1,1
1029,10,2,17,1,11,3,13,5,1,1
1030,7,1,3,2,18,2,12,1,1,1
1031,5,4,70,3,3,4,9,4,1,1
1032,15,3,31,2,21,2,10,3,1,1
1033,4,3,17,2,11,1,16,3,1,1
1034,14,2,33,1,20,2,22,3,1,1
1035,22,2,10,2,14,1,18,4,1,1
1036,3,2,70,2,4,1,4,2,1,1
1037,8,1,28,2,25,1,13,1,1,1
1038,13,1,6,4,4,2,10,5,1,1
1039,14,2,55,4,6,1,6,2,1,1
1040,2,1,27,2,12,1,24,5,1,1
1041,12,2,3,1,12,1,16,4,1,1
1042,17,2,6,2,15,3,25,4,1,1
1043,2,1,61,2,13,2,25,4,1,1
1044,12,2,57,2,9,2,9,1,1,1
1045,12,2,11,3,21,3,20,4,1,1
1046,24,2,60,3,2,1,11,1,1,1
1047,21,3,3,2,12,4,18,5,1,1
1048,22,2,17,1,14,1,18,5,1,1
1049,22,2,58,3,25,1,3,5,1,1
1050,23,1,14,1,18,1,4,6,1,1
1051,21,3,45,2,1,4,14,4,1,1
1052,22,2,34,2,10,1,2,3,1,1
1053,18,3,17,4,17,1,6,1,1,1
1054,3,2,51,2,3,2,9,1,1,1
1055,19,2,77,3,6,4,25,2,1,1
1056,11,4,8,2,15,2,9,4,1,1
1057,24,2,45,3,2,4,5,1,1,1
1058,11,4,4,1,13,2,20,1,1,1
1059,16,1,14,3,23,3,7,4,1,1
1060,11,4,15,2,1,4,1,5,1,1
1061,24,2,16,1,8,3,2,4,1,1
1062,5,4,43,2,8,3,20,3,1,1
1063,4,3,56,2,4,1,2,4,1,1
1064,10,2,10,1,10,3,9,3,1,1
1065,9,1,9,2,23,2,11,2,1,1
1066,25,2,1,4,3,2,17,6,1,1
1067,5,4,77,2,19,4,16,6,1,1
1068,6,2,24,1,16,3,3,1,1,1
1069,17,2,75,2,14,1,1,5,1,1
1070,20,2,62,4,24,1,19,4,1,1
1071,13,1,56,2,12,3,9,3,1,1
1072,9,1,62,2,1,3,2,2,1,1
1073,19,2,73,3,7,1,11,2,1,1
1074,16,1,77,4,18,2,16,6,1,1
1075,13,1,52,1,24,1,2,5,1,1
1076,23,1,31,3,10,3,25,4,1,1
1077,5,4,53,3,5,2,5,5,1,1
1078,11,4,9,2,17,4,13,5,1,1
1079,24,2,40,2,20,1,20,2,1,1
1080,5,4,14,1,3,3,20,3,1,1
1081,16,1,40,3,3,1,14,2,1,1
1082,2,1,11,4,4,2,21,5,1,1
1083,9,1,66,4,6,4,2,4,1,1
1084,1,1,78,3,21,3,9,6,1,1
1085,25,2,17,1,18,1,17,4,1,1
1086,13,1,66,2,22,4,6,6,1,1
1087,23,1,43,2,14,4,6,3,1,1
1088,12,2,52,1,24,4,10,4,1,1
1089,14,2,2,2,22,4,3,3,1,1
1090,1,1,42,2,20,2,14,4,1,1
1091,16,1,39,2,23,2,18,6,1,1
1092,24,2,61,3,11,2,23,6,1,1
1093,13,1,31,3,12,2,17,1,1,1
1094,21,3,29,1,10,4,18,1,1,1
1095,13,1,21,2,2,4,24,4,1,1
1096,5,4,15,1,16,3,6,3,1,1
1097,5,4,27,1,1,1,2,5,1,1
1098,23,1,8,2,2,3,8,6,1,1
1099,8,1,79,1,22,2,12,4,1,1
1100,24,2,54,2,16,1,2,4,1,1
1101,14,2,9,3,7,2,20,2,1,1
1102,7,1,57,4,20,1,6,3,1,1
1103,24,2,64,2,16,1,5,2,1,1
1104,10,2,4,1,5,2,19,3,1,1
1105,9,1,9,2,1,1,7,2,1,1
1106,25,2,64,1,14,2,6,4,1,1
1107,20,2,77,3,23,4,12,6,1,1
1108,21,3,43,2,16,1,4,6,1,1
1109,19,2,6,2,21,1,4,5,1,1
1110,10,2,78,3,23,4,25,4,1,1
1111,10,2,42,3,6,1,6,5,1,1
1112,18,3,47,1,14,3,17,4,1,1
1113,10,2,48,4,17,2,22,3,1,1
1114,23,1,61,2,18,3,24,4,1,1
1115,20,2,6,3,23,1,2,4,1,1
1116,9,1,39,1,16,1,16,1,1,1
1117,1,1,77,2,5,4,18,2,1,1
1118,23,1,58,3,11,2,21,6,1,1
1119,2,1,46,2,18,3,25,5,1,1
1120,13,1,17,2,10,2,7,5,1,1
1121,21,3,65,2,12,4,16,4,1,1
1122,25,2,39,4,16,1,8,2,1,1
1123,8,1,43,1,5,2,19,1,1,1
1124,9,1,48,1,18,1,1,6,1,1
1125,24,2,1,2,15,2,25,2,1,1
1126,15,3,71,2,11,3,3,1,1,1
1127,16,1,39,3,1,4,10,5,1,1
1128,17,2,34,4,13,2,24,6,1,1
1129,7,1,11,3,5,4,23,4,1,1
1130,10,2,46,4,24,4,23,2,1,1
1131,13,1,22,2,11,3,15,5,1,1
1132,17,2,54,2,2,2,13,2,1,1
1133,10,2,79,1,21,2,19,6,1,1
1134,18,3,17,4,12,4,17,1,1,1
1135,25,2,62,2,4,3,22,2,1,1
1136,20,2,71,3,16,4,12,1,1,1
1137,8,1,64,1,6,3,24,3,1,1
1138,17,2,72,4,17,4,4,1,1,1
1139,14,2,17,2,18,3,23,2,1,1
1140,5,4,34,3,18,2,15,5,1,1
1141,12,2,20,2,24,4,2,6,1,1
1142,7,1,14,1,20,4,23,4,1,1
1143,25,2,57,3,9,2,11,6,1,1
1144,4,3,4,3,21,4,20,5,1,1
1145,12,2,35,1,10,1,20,1,1,1
1146,21,3,70,3,17,3,6,2,1,1
1147,21,3,19,2,10,3,18,5,1,1
1148,9,1,17,4,19,4,19,4,1,1
1149,14,2,47,2,23,2,2,6,1,1
1150,13,1,23,3,6,2,9,6,1,1
1151,13,1,17,1,19,4,3,4,1,1
1152,3,2,67,2,8,2,18,2,1,1
1153,8,1,30,2,7,1,16,5,1,1
1154,17,2,22,2,17,3,16,3,1,1
1155,6,2,63,3,6,2,5,1,1,1
1156,25,2,34,1,19,1,2,2,1,1
1157,18,3,2,2,7,3,24,2,1,1
1158,2,1,47,2,5,1,20,5,1,1
1159,2,1,70,3,15,3,16,1,1,1
1160,8,1,36,3,3,1,12,1,1,1
1161,16,1,23,1,3,3,8,4,1,1
1162,19,2,33,1,15,1,7,1,1,1
1163,15,3,73,2,3,4,18,2,1,1
1164,14,2,37,3,24,3,6,1,1,1
1165,6,2,77,2,9,4,18,5,1,1
1166,25,2,45,2,20,4,5,4,1,1
1167,6,2,29,1,11,4,13,6,1,1
1168,22,2,64,4,1,3,12,3,1,1
1169,16,1,72,3,23,3,12,5,1,1
1170,1,1,75,1,8,1,21,1,1,1
1171,20,2,43,1,19,2,8,2,1,1
1172,22,2,36,2,11,2,15,4,1,1
1173,5,4,49,3,16,2,22,6,1,1
1174,13,1,57,2,10,4,1,2,1,1
1175,1,1,12,2,2,4,19,2,1,1
1176,2,1,62,2,1,2,17,6,1,1
1177,6,2,64,2,19,4,22,3,1,1
1178,20,2,2,2,2,2,24,5,1,1
1179,6,2,3,2,21,2,25,2,1,1
1180,25,2,14,2,3,3,4,3,1,1
1181,20,2,4,1,1,2,25,5,1,1
1182,19,2,77,3,21,3,11,3,1,1
1183,13,1,2,2,13,2,14,2,1,1
1184,14,2,20,2,25,2,21,1,1,1
1185,2,1,54,1,10,1,10,2,1,1
1186,12,2,45,2,12,2,15,5,1,1
1187,12,2,49,2,1,3,17,1,1,1
1188,9,1,70,3,13,1,6,2,1,1
1189,3,2,10,2,12,3,9,4,1,1
1190,17,2,78,4,21,3,25,3,1,1
1191,17,2,26,2,15,4,19,4,1,1
1192,25,2,51,3,5,4,17,3,1,1
1193,5,4,37,2,22,3,16,1,1,1
1194,11,4,36,3,17,1,26,1,1,1
1195,10,2,27,1,21,4,7,1,1,1
1196,16,1,76,2,24,4,16,1,1,1
1197,2,1,69,2,13,4,8,1,1,1
1198,21,3,73,3,23,1,15,5,1,1
1199,22,2,30,2,4,3,15,1,1,1
1200,15,3,70,2,10,1,21,3,1,1
1201,5,4,3,4,2,4,20,6,1,1
1202,18,3,42,4,2,3,7,1,1,1
1203,16,1,10,1,14,2,5,5,1,1
1204,21,3,63,2,15,4,13,3,1,1
1205,2,1,75,2,17,2,8,1,1,1
1206,8,1,80,2,14,2,11,5,1,1
1207,8,1,40,1,6,1,6,3,1,1
1208,4,3,71,2,24,3,17,4,1,1
1209,4,3,81,1,19,4,5,1,1,1
1210,14,2,43,2,3,4,14,4,1,1
1211,23,1,59,2,14,1,17,4,1,1
1212,10,2,75,2,9,2,22,6,1,1
1213,18,3,55,2,25,3,1,3,1,1
1214,8,1,33,4,2,2,13,2,1,1
1215,11,4,62,2,3,1,14,3,1,1
1216,3,2,1,3,17,4,2,1,1,1
1217,14,2,13,4,11,3,13,3,1,1
1218,4,3,44,4,6,1,2,3,1,1
1219,4,3,60,2,6,2,7,6,1,1
1220,24,2,4,2,7,4,1,4,1,1
1221,7,1,45,2,9,4,25,2,1,1
1222,22,2,50,2,19,4,21,5,1,1
1223,12,2,50,3,12,1,10,6,1,1
1224,14,2,5,3,19,4,15,3,1,1
1225,19,2,31,2,25,3,13,6,1,1
1226,7,1,78,1,22,1,2,3,1,1
1227,15,3,72,1,6,1,10,6,1,1
1228,3,2,18,3,25,2,25,6,1,1
1229,11,4,36,1,25,4,15,2,1,1
1230,13,1,33,4,13,4,12,2,1,1
1231,9,1,61,3,4,2,22,5,1,1
1232,22,2,60,2,7,2,16,1,1,1
1233,8,1,4,2,5,3,12,3,1,1
1234,14,2,54,3,1,4,11,4,1,1
1235,7,1,80,2,10,1,17,6,1,1
1236,24,2,3,2,19,2,6,6,1,1
1237,9,1,49,2,24,3,20,6,1,1
1238,6,2,73,1,5,2,20,1,1,1
1239,14,2,58,2,23,4,13,2,1,1
1240,5,4,18,4,12,2,24,5,1,1
1241,16,1,60,3,24,4,5,6,1,1
1242,10,2,32,4,17,4,7,2,1,1
1243,22,2,8,2,11,3,16,4,1,1
1244,3,2,4,1,17,2,6,6,1,1
1245,22,2,57,1,20,3,15,1,1,1
1246,6,2,12,2,23,1,10,5,1,1
1247,10,2,41,2,5,4,3,5,1,1
1248,25,2,80,2,5,2,11,2,1,1
1249,9,1,18,4,19,4,6,3,1,1
1250,4,3,31,2,16,4,21,2,1,1
1251,12,2,7,4,18,4,17,3,1,1
1252,19,2,67,4,15,2,26,4,1,1
1253,15,3,22,3,12,1,16,5,1,1
1254,15,3,4,4,19,4,25,2,1,1
